501
2.58382	7.09614	2.33808	8.51489
-4.25091	-1.9717	-5	-2
0.942979	-9.26323	1	-10
-0.000483	-9.54011	0.084548	-9.49759
2.24878	5.16668	0.547644	5.1859
5	-7	1.99857	-7.56499
1	-10	0.669607	-9.38396
1.3202	-9.25197	1.20747	-9.12735
5	-9	3.29223	-9.33411
0.525988	-9.51368	1	-10
-2	-10	-1.3046	-9.16121
1.3202	-9.25197	1	-10
-1.22991	-9.35342	-1.3046	-9.16121
3.64344	1.53574	3.07834	-0.547546
0.07877	2.97434	-1.06468	2.82728
3.21485	-9.6898	2.02578	-8.75561
3.41847	-4.96562	5	-6
-3.60313	-0.784688	-4.27019	0.51143
4.28632	1.50594	3.64344	1.53574
0.381329	-9.46268	0.200769	-9.66273
0.525988	-9.51368	0.238535	-9.68699
-1.06165	-3.0661	-0.381329	-5.53732
2.02254	-4.57463	0.214132	-5.51204
2.27538	1.80204	-2.86073	2.38334
-5	9	-4	10
-1.9664	-7.1379	-2.42797	-6.72073
-1.99857	-7.43501	-3.42788	-7.25765
-4.27019	0.51143	-0.959867	-0.270863
-3.60313	-0.784688	-0.959867	-0.270863
2.02578	-8.75561	3.29223	-9.33411
3.41847	-4.96562	3.59267	-3.41414
1.86471	-3.88863	1.36219	-2.89048
-2.73187	-7.82591	-2.42287	-9.17721
1.86471	-3.88863	0.214132	-5.51204
-0.959867	-0.270863	3.07834	-0.547546
-0.959867	-0.270863	2.27055	-1.59796
3.04111	-5.12495	2.21621	-5.45621
4.23045	-1.07536	2.27055	-1.59796
-1.3046	-9.16121	-2.42287	-9.17721
0.09529	-9.6201	0.143551	-9.64123
-0.523608	-9.61724	-0.476154	-9.68108
-1.06468	2.82728	-2.86073	2.38334
1.20747	-9.12735	1.49201	-9.08955
4.21622	-3.95379	3.59267	-3.41414
-4.25091	-1.9717	-3.63694	-1.60435
-3.60313	-0.784688	-5	-1
-5	-5	-3.42788	-7.25765
-5	-8	-4	-10
5	-2	4.23045	-1.07536
-3.52835	-4.57205	-4.23298	-3.87285
-3	10	-3.10501	5.87306
-4.23298	-3.87285	-3.53412	-3.78246
0.09529	-9.6201	0.032856	-9.57975
0	-10	0.102665	-9.89782
1.4208	-8.90696	1.49201	-9.08955
2.21621	-5.45621	2.29522	-5.93052
4	10	3.8458	7.9471
2.45655	-6.73083	2.29976	-6.59208
5	6	3.8458	7.9471
3.04111	-5.12495	2.29522	-5.93052
-5	6	-2.39097	4.94302
5	10	3.8458	7.9471
4.28632	1.50594	3.03861	2.88113
-1.06165	-3.0661	-2.33147	-6.12412
-5	-1	-4.27019	0.51143
-5	7	-3.10501	5.87306
1.9861	-7.26636	5	-7
1.3202	-9.25197	2.02578	-8.75561
-1.86479	-3.35914	-3.53412	-3.78246
-3.10501	5.87306	-5	6
-5	4	-4.3105	4.19042
2	-10	1.3202	-9.25197
3.21485	-9.6898	3.29223	-9.33411
-2.6809	-8.38213	-2.73187	-7.82591
3	10	2.9339	8.45489
-3.47942	-6.09041	-2.33147	-6.12412
-1	10	-0.857767	5.62887
3.07565	-2.96754	3.59267	-3.41414
3.64344	1.53574	3.65493	0.495142
-2	10	-0.857767	5.62887
3.8458	7.9471	2.58382	7.09614
5	-8	1.89039	-8.15111
-3.00131	-2.70291	-0.959867	-0.270863
-3.10501	5.87306	-5	9
-1.4208	-6.09304	-2.33147	-6.12412
-5	-9	-4	-10
5	-3	3.59267	-3.41414
0.07877	2.97434	2.27538	1.80204
-5	-2	-3.57984	-2.76353
-0.084548	-5.50241	-1.06165	-3.0661
-4.27836	3.06684	-5	3
-1.06165	-3.0661	0.214132	-5.51204
-5	5	-2.39097	4.94302
1.36219	-2.89048	-0.959867	-0.270863
-0.959867	-0.270863	1.02693	-2.9558
-3.10501	5.87306	-5	8
-1.06165	-3.0661	-0.959867	-0.270863
2.58382	7.09614	3.20062	7.53039
-2.39097	4.94302	-0.857767	5.62887
5	-7	1.9664	-7.8621
0.238535	-9.68699	0.200769	-9.66273
-2.33147	-6.12412	-0.669607	-5.61604
-5	-8	-3	-10
3.21485	-9.6898	4	-10
2.29522	-5.93052	1.50919	-6.18832
-0.606197	0.251396	-2.86073	2.38334
0.09529	-9.6201	0.238535	-9.68699
-5	-2	-3.63694	-1.60435
-2.6519	3.61119	-2.39097	4.94302
-0.959867	-0.270863	2.5282	1.14514
2.27055	-1.59796	3.07834	-0.547546
5	-6	3.04111	-5.12495
-0.857767	5.62887	-0.158505	5.61829
3.04111	-5.12495	3.59267	-3.41414
-3.42788	-7.25765	-3.47942	-6.09041
0.102665	-9.89782	1	-10
2.27055	-1.59796	5	-3
3	-10	2.02578	-8.75561
-0.669607	-5.61604	-1.06165	-3.0661
-2.86073	2.38334	-2.6519	3.61119
-0.558192	-9.70241	-0.476154	-9.68108
1.92916	-6.97294	2.29976	-6.59208
-1.06165	-3.0661	-3.00131	-2.70291
3.07565	-2.96754	2.27055	-1.59796
2.02578	-8.75561	5	-8
-0.476154	-9.68108	-0.495208	-9.52083
4.28632	1.50594	4.28262	0.574137
-0.959867	-0.270863	-2.86073	2.38334
-4.27836	3.06684	-2.39097	4.94302
-0.971071	-9.3579	-1	-10
-0.606197	0.251396	-0.959867	-0.270863
-4.3105	4.19042	-4.27836	3.06684
-0.558192	-9.70241	-0.79072	-9.33683
0.200769	-9.66273	0.143551	-9.64123
2.27055	-1.59796	3.62733	-0.630963
3.59267	-3.41414	2.60067	-2.99746
3.62733	-0.630963	3.07834	-0.547546
-3.00131	-2.70291	-3.57984	-2.76353
-3.53412	-3.78246	-2.96393	-3.83998
5	-4	4.21622	-3.95379
2.02254	-4.57463	3.04111	-5.12495
5	-3	4.21622	-3.95379
-4.27836	3.06684	-5	4
2.29976	-6.59208	2.29522	-5.93052
0	10	-0.857767	5.62887
-2.42797	-6.72073	-1.89039	-6.84889
3.20062	7.53039	2.9339	8.45489
-0.942979	-5.73677	-2.33147	-6.12412
3.20062	7.53039	2.33808	8.51489
-4.14019	1.82016	-4.27836	3.06684
-2.69314	-4.19007	-2.33147	-6.12412
3.8458	7.9471	2.9339	8.45489
-1.21328	-9.45735	-2	-10
-1.99857	-7.43501	-2.42797	-6.72073
-0.558192	-9.70241	-0.523608	-9.61724
-1.06468	2.82728	-0.158505	5.61829
3.41847	-4.96562	3.04111	-5.12495
1.86471	-3.88863	2.02254	-4.57463
3.03861	2.88113	3.27683	2.49735
-1.61452	-6.32059	-2.33147	-6.12412
-1.77223	-6.57442	-2.33147	-6.12412
-0.606197	0.251396	2.5282	1.14514
2.27538	1.80204	2.78353	3.31878
0.032856	-9.57975	0.102665	-9.89782
3	10	2.33808	8.51489
0.084548	-9.49759	0.200769	-9.66273
-1.22991	-9.35342	-1.05569	-9.19852
1.16188	-9.18895	0.942979	-9.26323
0.063552	-9.59945	0.032856	-9.57975
2.24878	5.16668	3.24113	4.40214
1.49201	-9.08955	1.19551	-9.10336
2.27055	-1.59796	3.59267	-3.41414
-0.158505	5.61829	-2.86073	2.38334
-4.27836	3.06684	-2.86073	2.38334
1.93682	6.58906	3.64066	5.81176
2.27538	1.80204	3.03861	2.88113
0.238535	-9.68699	1	-10
2.29522	-5.93052	2.45655	-6.73083
2.27538	1.80204	3.64344	1.53574
5	6	3.64066	5.81176
3.24113	4.40214	5	5
2.21621	-5.45621	1.29697	-5.97788
3.24113	4.40214	4.28632	1.50594
-1.19551	-5.89664	-2.33147	-6.12412
-3.63694	-1.60435	-3.00131	-2.70291
4.23045	-1.07536	5	-3
-1.23862	-9.39871	-1.22991	-9.35342
0	10	-0.158505	5.61829
1.61452	-8.67941	2.02578	-8.75561
-1.23862	-9.39871	-2	-10
-2.86073	2.38334	-4.14019	1.82016
5	-5	4.21622	-3.95379
-2.42287	-9.17721	-1.50919	-8.81168
3.41847	-4.96562	4.21622	-3.95379
-5	9	-3	10
2.60067	-2.99746	1.86471	-3.88863
-2.96393	-3.83998	-2.33147	-6.12412
-1.06468	2.82728	2.27538	1.80204
2.534	4.08148	3.24113	4.40214
5	9	3.8458	7.9471
-0.79072	-9.33683	-0.495208	-9.52083
1.61452	-8.67941	1.49201	-9.08955
0.07877	2.97434	2.78353	3.31878
-5	5	-4.3105	4.19042
1.77223	-8.42558	2.02578	-8.75561
2.24878	5.16668	3.64066	5.81176
-0.214132	-9.48796	-0.476154	-9.68108
0.015398	-9.56014	-0.000483	-9.54011
2	10	1.93682	6.58906
-2.6519	3.61119	-0.158505	5.61829
-2.33147	-6.12412	-1.86479	-3.35914
0.063552	-9.59945	0.084548	-9.49759
-5	-2	-4.23298	-3.87285
-3.52835	-4.57205	-5	-5
-0.214132	-9.48796	0.015398	-9.56014
-3.5026	-5.38341	-2.33147	-6.12412
5	1	4.28262	0.574137
0.79072	-5.66317	2.02254	-4.57463
-1.21328	-9.45735	-1.23862	-9.39871
0.508075	-5.566	2.02254	-4.57463
5	3	4.28632	1.50594
-0.959867	-0.270863	3.64344	1.53574
-0.558192	-9.70241	-1	-10
0	10	2.24878	5.16668
1.93682	6.58906	0	10
3.65493	0.495142	4.28262	0.574137
1.19551	-9.10336	1.20747	-9.12735
-5	0	-4.27019	0.51143
1.16188	-9.18895	1.20747	-9.12735
-5	-4	-4.23298	-3.87285
-0.495208	-9.52083	-0.508075	-9.434
-2.73187	-7.82591	-3.42788	-7.25765
-5	-5	-4.23298	-3.87285
3.8458	7.9471	1.93682	6.58906
-3.42788	-7.25765	-3	-10
0.09529	-9.6201	0.102665	-9.89782
-5	-6	-3.42788	-7.25765
-3.00131	-2.70291	-1.86479	-3.35914
-3.53412	-3.78246	-2.33147	-6.12412
3.62733	-0.630963	4.28262	0.574137
3.64066	5.81176	3.24113	4.40214
-2.42287	-9.17721	-1.82895	-8.30865
3.62733	-0.630963	3.64344	1.53574
-5	-8	-3.42788	-7.25765
2.29522	-5.93052	1.68783	-6.4279
-3	-10	-2.42287	-9.17721
5	4	3.24113	4.40214
2.02254	-4.57463	1.05569	-5.80148
0.143551	-9.64123	0.238535	-9.68699
2.27538	1.80204	2.5282	1.14514
2.9339	8.45489	4	10
0.214132	-5.51204	1.02693	-2.9558
-2.42287	-9.17721	-1.92916	-8.02706
-2.42287	-9.17721	-2.6809	-8.38213
2.78353	3.31878	4.28632	1.50594
-2.73187	-7.82591	-1.92916	-8.02706
-3.52835	-4.57205	-3.5026	-5.38341
-3.63694	-1.60435	-3.57984	-2.76353
1.9664	-7.8621	5	-8
-0.558192	-9.70241	-0.971071	-9.3579
2	-10	2.02578	-8.75561
-3.53412	-3.78246	-5	-2
2.45655	-6.73083	1.92916	-6.97294
-0.214132	-9.48796	0.032856	-9.57975
5	-6	4.21622	-3.95379
-3.5026	-5.38341	-3.47942	-6.09041
0.084548	-9.49759	0.015398	-9.56014
0.084548	-9.49759	0.032856	-9.57975
-0.214132	-9.48796	-0.495208	-9.52083
5	4	4.28632	1.50594
4.23045	-1.07536	5	-1
1.16188	-9.18895	1	-10
0.214132	-5.51204	1.36219	-2.89048
-3.52835	-4.57205	-3.53412	-3.78246
3.64344	1.53574	2.5282	1.14514
0.07877	2.97434	-0.158505	5.61829
-1.29697	-9.02212	-1.3046	-9.16121
-2.6809	-8.38213	-3	-10
1.3202	-9.25197	1.16188	-9.18895
0.214132	-5.51204	-0.959867	-0.270863
-5	-1	-3.63694	-1.60435
-5	-5	-3.5026	-5.38341
-4.25091	-1.9717	-3.57984	-2.76353
4.28632	1.50594	5	2
-0.971071	-9.3579	-1.05569	-9.19852
1.93682	6.58906	2.58382	7.09614
0.09529	-9.6201	0.063552	-9.59945
